ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L
0679310002;Going Down Swinging;Billie Livingston;1999;Random House Canada;http://images.amazon.com/images/P/0679310002.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679310002.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679310002.01.LZZZZZZZ.jpg
0440225078;Ghost Moon;Karen Robards;2001;Dell Publishing Company;http://images.amazon.com/images/P/0440225078.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440225078.01.LZZZZZZZ.jpg
0553564528;Guilty as Sin;Tami Hoag;1997;Bantam;http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg
0553562819;Globalhead;Bruce Sterling;1994;Spectra Books;http://images.amazon.com/images/P/0553562819.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553562819.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553562819.01.LZZZZZZZ.jpg
0743222229;George W. Bushisms : The Slate Book of the Accidental Wit and Wisdom of Our 43rd President;Jacob Weisberg;2001;Fireside;http://images.amazon.com/images/P/0743222229.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743222229.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743222229.01.LZZZZZZZ.jpg
1841952931;Glasgow Zen;Alan Spence;2002;Canongate Books Ltd;http://images.amazon.com/images/P/1841952931.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1841952931.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1841952931.01.LZZZZZZZ.jpg
0451450256;Gossamer Axe;Gael Baudino;1993;New Amer Library;http://images.amazon.com/images/P/0451450256.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0451450256.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451450256.01.LZZZZZZZ.jpg
1562477528;Going for Great (Ag Fiction (American Girl));Carolee Brockmann;1999;Pleasant Company Publications;http://images.amazon.com/images/P/1562477528.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1562477528.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1562477528.01.LZZZZZZZ.jpg
0440222818;Guilt;John T. Lescroart;1998;Island;http://images.amazon.com/images/P/0440222818.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440222818.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440222818.01.LZZZZZZZ.jpg
0440130913;Golden Cup;Belva Plain;1987;Dell;http://images.amazon.com/images/P/0440130913.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440130913.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440130913.01.LZZZZZZZ.jpg
0440224829;Granny Dan;Danielle Steel;2000;Random House, Inc.;http://images.amazon.com/images/P/0440224829.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440224829.01.LZZZZZZZ.jpg
0425137945;Greygallows;Barbara Michaels;1993;Berkley Publishing Group;http://images.amazon.com/images/P/0425137945.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425137945.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425137945.01.LZZZZZZZ.jpg
0553285653;Grass;Sheri S. Tepper;1990;Spectra Books;http://images.amazon.com/images/P/0553285653.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553285653.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553285653.01.LZZZZZZZ.jpg
1859671500;Glorious Country: Food Crafts Decorating;Liz Trigg;1995;Natl Book Network;http://images.amazon.com/images/P/1859671500.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1859671500.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1859671500.01.LZZZZZZZ.jpg
0394557433;Gift From the Sea;Anne Morrow Lindbergh;1986;Pantheon Books;http://images.amazon.com/images/P/0394557433.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394557433.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394557433.01.LZZZZZZZ.jpg
0571200389;Golden Gate;Vikram Seth;0;Faber Faber Inc;http://images.amazon.com/images/P/0571200389.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0571200389.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0571200389.01.LZZZZZZZ.jpg
0972948503;Gifted Trust;John Paul Allen;2003;Biting Dog Publications;http://images.amazon.com/images/P/0972948503.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0972948503.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0972948503.01.LZZZZZZZ.jpg
068986020X;Gingerbread;Rachel Cohn;2003;Simon Pulse;http://images.amazon.com/images/P/068986020X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/068986020X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/068986020X.01.LZZZZZZZ.jpg
0441003257;Good Omens;Neil Gaiman;1996;Ace Books;http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
0802069347;Gibson's Student Guide to Western Canadian Universities;Dyanne Gibson;1993;University of Toronto Press;http://images.amazon.com/images/P/0802069347.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0802069347.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0802069347.01.LZZZZZZZ.jpg
0743418174;Good in Bed;Jennifer Weiner;2002;Washington Square Press;http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743418174.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg
2253004898;Guerre De Troie N'Aura Pas Lieu;Jean Giraudoux;2001;Distribooks Inc;http://images.amazon.com/images/P/2253004898.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/2253004898.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/2253004898.01.LZZZZZZZ.jpg
0934257345;Glad Rags;MacDonald Harris;1991;Story Line Press;http://images.amazon.com/images/P/0934257345.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0934257345.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0934257345.01.LZZZZZZZ.jpg
0140283382;Gravity's Rainbow;Thomas Pynchon;2000;Penguin Books;http://images.amazon.com/images/P/0140283382.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140283382.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140283382.01.LZZZZZZZ.jpg
089587198X;Great Bike Rides in and Around Winston-Salem;Judi Lawson Wallace;2000;John F. Blair Publisher;http://images.amazon.com/images/P/089587198X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/089587198X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/089587198X.01.LZZZZZZZ.jpg
0684863324;GARDENS IN THE DUNES: A Novel;Leslie Marmon Silko;2000;Simon & Schuster;http://images.amazon.com/images/P/0684863324.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684863324.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684863324.01.LZZZZZZZ.jpg
0312982194;Gettin' Merry;Beverly Jenkins;2002;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312982194.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312982194.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312982194.01.LZZZZZZZ.jpg
1892051001;Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000);Guinness Media Inc.;1999;Guinness Records;http://images.amazon.com/images/P/1892051001.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1892051001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1892051001.01.LZZZZZZZ.jpg
1570719586;God-Shaped Hole;Tiffanie DeBartolo;2002;Sourcebooks Landmark;http://images.amazon.com/images/P/1570719586.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1570719586.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1570719586.01.LZZZZZZZ.jpg
0445202718;Gloriana;Michael Moorcock;1986;Warner Books;http://images.amazon.com/images/P/0445202718.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0445202718.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0445202718.01.LZZZZZZZ.jpg
0609806505;Guenevere, Queen of the Summer Country (Guenevere Novels (Paperback));Rosalind Miles;2000;Three Rivers Press;http://images.amazon.com/images/P/0609806505.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0609806505.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0609806505.01.LZZZZZZZ.jpg
0393038440;God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan;Jonathan D. Spence;1996;W. W. Norton & Company;http://images.amazon.com/images/P/0393038440.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393038440.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0393038440.01.LZZZZZZZ.jpg
0441294677;God Emperor of Dune (Dune Chronicles, Book 4);Frank Herbert;1991;ACE Charter;http://images.amazon.com/images/P/0441294677.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0441294677.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0441294677.01.LZZZZZZZ.jpg
0413588106;Growing Pains of Adrian Mole;Sue Townsend;0;Methuen Publishing Ltd;http://images.amazon.com/images/P/0413588106.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0413588106.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0413588106.01.LZZZZZZZ.jpg
059525893X;Goddess Blood: Book One of the Goddess Trilogy;R. T. Burns;2002;Writer's Showcase Press;http://images.amazon.com/images/P/059525893X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/059525893X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/059525893X.01.LZZZZZZZ.jpg
0517084732;Good Advice : More Than 2,000 Quotations to Help You Live Your Life;William Safire;1993;Gramercy;http://images.amazon.com/images/P/0517084732.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0517084732.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0517084732.01.LZZZZZZZ.jpg
0807079200;Gay Ideas: Outing and Other Controversies;Richard D. Mohr;1992;Houghton Mifflin;http://images.amazon.com/images/P/0807079200.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0807079200.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0807079200.01.LZZZZZZZ.jpg
0525480374;Get the Message?: A Decade of Art for Social Change;Lucy R. Lippard;1984;Penguin USA;http://images.amazon.com/images/P/0525480374.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0525480374.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525480374.01.LZZZZZZZ.jpg
0671010115;"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""";Walter Mosley;1998;Pocket;http://images.amazon.com/images/P/0671010115.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671010115.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671010115.01.LZZZZZZZ.jpg
0807842613;Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast;David Stick;1989;University of North Carolina Press;http://images.amazon.com/images/P/0807842613.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0807842613.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0807842613.01.LZZZZZZZ.jpg
0963401661;Great Deaf Americans: The Second Edition;Matthew S. Moore;1996;Deaf Life Press;http://images.amazon.com/images/P/0963401661.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0963401661.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0963401661.01.LZZZZZZZ.jpg
0930878132;Guide to Korean Characters: Reading and Writing Hangul and Hanja;Bruce K. Grant;1987;Weatherhill Inc.;http://images.amazon.com/images/P/0930878132.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0930878132.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0930878132.01.LZZZZZZZ.jpg
0679448802;Gone Bamboo;Anthony Bourdain;1997;Random House Inc;http://images.amazon.com/images/P/0679448802.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679448802.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679448802.01.LZZZZZZZ.jpg
0553254456;Gestalt Therapy;Frederick S. Perls;1983;Bantam Books;http://images.amazon.com/images/P/0553254456.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553254456.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553254456.01.LZZZZZZZ.jpg
0380561433;God Herself: Feminine Roots of Astrology;Geraldine Thorsten;1981;Harper Mass Market Paperbacks (Mm);http://images.amazon.com/images/P/0380561433.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380561433.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380561433.01.LZZZZZZZ.jpg
0345277937;Goldengirl;Peter Lear;1979;Ballantine Books;http://images.amazon.com/images/P/0345277937.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0345277937.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345277937.01.LZZZZZZZ.jpg
0671623931;Good Earth;Gordon Buck;1987;Pocket;http://images.amazon.com/images/P/0671623931.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671623931.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671623931.01.LZZZZZZZ.jpg
0394756827;Godel, Escher, Bach: An Eternal Golden Braid;Douglas R. Hofstadter;1989;Vintage Books USA;http://images.amazon.com/images/P/0394756827.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394756827.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394756827.01.LZZZZZZZ.jpg
0679746048;Girl, Interrupted;Susanna Kaysen;1994;Vintage;http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
044012929X;God Bless You, Mr. Rosewater or Pearls Before Swine;Kurt Vonnegut;1991;Dell Publishing Company;http://images.amazon.com/images/P/044012929X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044012929X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044012929X.01.LZZZZZZZ.jpg
0446603066;Guilt by Association;Susan R. Sloan;1996;Warner Books;http://images.amazon.com/images/P/0446603066.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0446603066.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446603066.01.LZZZZZZZ.jpg
0140280553;Galileo's Daughter: A Historical Memoir of Science, Faith, and Love;Dava Sobel;2000;Penguin Books;http://images.amazon.com/images/P/0140280553.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140280553.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140280553.01.LZZZZZZZ.jpg
052594527X;Girl With a Pearl Earring;Tracy Chevalier;1999;Dutton Books;http://images.amazon.com/images/P/052594527X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/052594527X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/052594527X.01.LZZZZZZZ.jpg
0380730359;Gone, Baby, Gone: A Novel;Dennis Lehane;1999;HarperTorch;http://images.amazon.com/images/P/0380730359.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380730359.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380730359.01.LZZZZZZZ.jpg
0440235758;Going Overboard;Christina Skye;2001;Island;http://images.amazon.com/images/P/0440235758.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440235758.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440235758.01.LZZZZZZZ.jpg
0140236716;Going In;Jenny Newman;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0140236716.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140236716.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140236716.01.LZZZZZZZ.jpg
038549565X;Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission;Hampton Sides;2002;Anchor;http://images.amazon.com/images/P/038549565X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/038549565X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038549565X.01.LZZZZZZZ.jpg
0767908244;German Boy: A Child in War;Wolfgang Samuel;2001;Broadway;http://images.amazon.com/images/P/0767908244.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0767908244.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0767908244.01.LZZZZZZZ.jpg
0060516283;Gallow's Thief;Bernard Cornwell;2003;HarperTorch;http://images.amazon.com/images/P/0060516283.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060516283.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060516283.01.LZZZZZZZ.jpg
1567313671;Gratitude: Affirming the Good Things in Life;Melody Beattie;2000;MJF Books;http://images.amazon.com/images/P/1567313671.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1567313671.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1567313671.01.LZZZZZZZ.jpg
0425192695;Girls of the Summer;Barbara Bretton;2003;Berkley Publishing Group;http://images.amazon.com/images/P/0425192695.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0425192695.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425192695.01.LZZZZZZZ.jpg
0440241286;Gun Monkeys;Victor Gischler;2003;Dell;http://images.amazon.com/images/P/0440241286.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440241286.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241286.01.LZZZZZZZ.jpg
0440128994;God Save the Child;Robert B. Parker;1994;Dell Publishing Company;http://images.amazon.com/images/P/0440128994.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440128994.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440128994.01.LZZZZZZZ.jpg
0312865031;Gravelight;Marion Zimmer Bradley;1997;St Martins Pr;http://images.amazon.com/images/P/0312865031.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0312865031.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312865031.01.LZZZZZZZ.jpg
0393317552;Guns, Germs, and Steel: The Fates of Human Societies;Jared Diamond;1999;W. W. Norton & Company;http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg
0671720414;Generation Warriors;Anne McCaffrey;1991;Baen;http://images.amazon.com/images/P/0671720414.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671720414.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671720414.01.LZZZZZZZ.jpg
0689710887;Greenwitch;Susan Cooper;1986;Simon Pulse;http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg
0385238614;Girls/Suits/Lunch/Pb;Deanne Stillman;1988;Doubleday;http://images.amazon.com/images/P/0385238614.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385238614.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385238614.01.LZZZZZZZ.jpg
081296683X;Girls' Poker Night: A Novel;Jill Davis;2003;Random House Trade;http://images.amazon.com/images/P/081296683X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/081296683X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/081296683X.01.LZZZZZZZ.jpg
0679771492;George Foreman's Knock-Out-the-Fat Barbecue and Grilling Cookbook;George Foreman;1996;Villard Books;http://images.amazon.com/images/P/0679771492.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0679771492.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679771492.01.LZZZZZZZ.jpg
0806903481;Great Book of Whodunit Puzzles: Mini-Mysteries for You to Solve;Falcon Travis;1993;Sterling Publishing;http://images.amazon.com/images/P/0806903481.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0806903481.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0806903481.01.LZZZZZZZ.jpg
042517476X;Group: Six People in Search of a Life;Paul Solotaroff;2000;Berkley Publishing Group;http://images.amazon.com/images/P/042517476X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/042517476X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/042517476X.01.LZZZZZZZ.jpg
1586607251;Gideon's Dawn;Michael D. Warden;2003;Promise Press;http://images.amazon.com/images/P/1586607251.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1586607251.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1586607251.01.LZZZZZZZ.jpg
0553208314;Guidepost Treasury of Love;Guideposts Magazine;1982;Bantam Books;http://images.amazon.com/images/P/0553208314.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0553208314.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553208314.01.LZZZZZZZ.jpg
060980619X;God Save the Sweet Potato Queens;Jill Conner Browne;2001;Three Rivers Press;http://images.amazon.com/images/P/060980619X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg
0395280060;George and Martha Rise and Shine;James Marshall;1979;Houghton Mifflin;http://images.amazon.com/images/P/0395280060.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0395280060.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0395280060.01.LZZZZZZZ.jpg
0060808241;Gaudy Night;Dorothy L. Sayers;1986;HarperCollins Publishers;http://images.amazon.com/images/P/0060808241.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0060808241.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060808241.01.LZZZZZZZ.jpg
0684871580;Germs : Biological Weapons and America's Secret War;Judith Miller;2001;Simon & Schuster;http://images.amazon.com/images/P/0684871580.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684871580.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684871580.01.LZZZZZZZ.jpg
044041668X;Ghost Boy;Iain Lawrence;2002;Laurel-Leaf Books;http://images.amazon.com/images/P/044041668X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/044041668X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/044041668X.01.LZZZZZZZ.jpg
0066620996;Good to Great: Why Some Companies Make the Leap... And Others Don't;Jim Collins;2001;HarperBusiness;http://images.amazon.com/images/P/0066620996.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0066620996.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0066620996.01.LZZZZZZZ.jpg
0373079710;Galahad in Blue Jeans (Way Out West) (Silhouette Intimate Moments, 971);Sara Orwig;1999;Silhouette;http://images.amazon.com/images/P/0373079710.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0373079710.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373079710.01.LZZZZZZZ.jpg
2253007900;Gatsby Le Magnifique;F. Scott Fitzgerald;1976;Livre de Poche;http://images.amazon.com/images/P/2253007900.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/2253007900.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/2253007900.01.LZZZZZZZ.jpg
9038802986;Grijze Wolven: Een Zoektocht Naar Turks Extreem-Rechts;Stella Braam;1997;Nijgh & Van Ditmar;http://images.amazon.com/images/P/9038802986.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/9038802986.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/9038802986.01.LZZZZZZZ.jpg
0821776126;Getting What You Want;Kathy Love;2004;Zebra Books;http://images.amazon.com/images/P/0821776126.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0821776126.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0821776126.01.LZZZZZZZ.jpg
031205436X;Generation X: Tales for an Accelerated Culture;Douglas Coupland;1992;St. Martin's Press;http://images.amazon.com/images/P/031205436X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/031205436X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/031205436X.01.LZZZZZZZ.jpg
